sample	FusionName	Hg38_LeftBreakpoint	Hg38_RightBreakpoint	num_reads
cov5_pass10	PSMC4--DNAJC10	chr19:39979984	chr2:182736249	5
cov5_pass10	PDZRN3--BRD2	chr3:73404148	chr6:32977417	5
cov5_pass10	PDGFD--MZF1	chr11:103996065	chr19:58569397	5
cov5_pass10	PDIA4--GH2	chr7:149012155	chr17:63881519	5
cov5_pass10	PDIA6--GTSF1L	chr2:10784934	chr20:43726340	5
cov5_pass10	PDILT--WRB	chr16:20369492	chr21:39391769	5
cov5_pass10	PDXP--CCNH	chr22:37659356	chr5:87411346	5
cov5_pass10	PDXP--UBAP2	chr22:37659356	chr9:33923033	5
cov5_pass10	PDZK1IP1--COX7B	chr1:47185002	chrX:77905184	5
cov5_pass10	PEAR1--USP12	chr1:156905424	chr13:27105944	5
cov5_pass10	PGM2--PPP1R14A	chr4:37839931	chr19:38252338	5
cov5_pass10	PEX12--ODF3	chr17:35577038	chr11:198464	5
cov5_pass10	PEX5L--FAM115C	chr3:179887673	chr7:143719683	5
cov5_pass10	PEX6--TNFSF13B	chr6:42978269	chr13:108306826	5
cov5_pass10	PFAS--LTBP2	chr17:8267235	chr14:74529122	5
cov5_pass10	PFKFB3--PAPOLA	chr10:6203336	chr14:96531475	5
cov5_pass10	PFN1--LAS1L	chr17:4948263	chrX:65518465	5
cov5_pass10	PGA3--MAPK14	chr11:61211234	chr6:36076537	5
cov5_pass10	PDE6H--SP7	chr12:14978146	chr12:53329420	5
cov5_pass10	PDE6C--GABRA1	chr10:93626704	chr5:161850796	5
cov5_pass10	PDE4B--SLC25A41	chr1:66365766	chr19:6429831	5
cov5_pass10	PDCD6--C1ORF54	chr5:271821	chr1:150274087	5
cov5_pass10	PCDP1--ZNRD1	chr2:119647050	chr6:30061515	5
cov5_pass10	PCED1A--FKBP8	chr20:2839789	chr19:18538436	5
cov5_pass10	PCIF1--SCAMP2	chr20:45947166	chr15:74850673	5
cov5_pass10	PCK1--PROX2	chr20:57561635	chr14:74856995	5
cov5_pass10	PCMT1--PTPLA	chr6:149749956	chr10:17594383	5
cov5_pass10	PCMTD2--PSORS1C2	chr20:64265613	chr6:31138306	5
cov5_pass10	PCNXL4--ASAP2	chr14:60108327	chr2:9400742	5
cov5_pass10	PCNXL4--C10ORF25	chr14:60125251	chr10:45000416	5
cov5_pass10	PCNX--IFFO2	chr14:71089342	chr1:18908666	5
cov5_pass10	PCSK1--AC131097.4	chr5:96425820	chr2:241897334	5
cov5_pass10	PCSK5--FOXP4	chr9:76239165	chr6:41584769	5
cov5_pass10	PCYT2--INHBC	chr17:81906760	chr12:57449277	5
cov5_pass10	PDAP1--TBKBP1	chr7:99400303	chr17:47698595	5
cov5_pass10	PDCD10--PRR22	chr3:167697009	chr19:5784439	5
cov5_pass10	PDCD6IP--HOXB5	chr3:33822082	chr17:48592456	5
cov5_pass10	PGM2L1--CSE1L	chr11:74368492	chr20:49092046	5
cov5_pass10	PGPEP1L--FAM136A	chr15:98969425	chr2:70300980	5
cov5_pass10	POLDIP3--TNFSF14	chr22:42599698	chr19:6670158	5
cov5_pass10	PLEKHS1--SAPCD2	chr10:113777259	chr9:137064979	5
cov5_pass10	PLAGL2--SNRPC	chr20:32201919	chr6:34770291	5
cov5_pass10	PLBD1--PSG11	chr12:14506933	chr19:43015370	5
cov5_pass10	PLCB2--ANKRD61	chr15:40301957	chr7:6035444	5
cov5_pass10	PLD3--TMEM86B	chr19:40366510	chr19:55227563	5
cov5_pass10	PLD6--LYZL4	chr17:17205860	chr3:42407343	5
cov5_pass10	PLEKHG1--DDO	chr6:150809476	chr6:110413466	5
cov5_pass10	PLEKHG7--ZNF714	chr12:92740948	chr19:21116829	5
cov5_pass10	PLIN1--RRP9	chr15:89673210	chr3:51934551	5
cov5_pass10	PHC1--PDILT	chr12:8936964	chr16:20399307	5
cov5_pass10	PLIN3--CLCNKA	chr19:4859590	chr1:16026536	5
cov5_pass10	PLLP--GAGE2A	chr16:57258462	chrX:49594118	5
cov5_pass10	PLS3--MAPK8IP1	chrX:115646535	chr11:45905151	5
cov5_pass10	PMF1--LRRC55	chr1:156232425	chr11:57187245	5
cov5_pass10	PMP2--TBX22	chr8:81444500	chrX:80025603	5
cov5_pass10	PNMAL1--UNC5CL	chr19:46470820	chr6:41030755	5
cov5_pass10	POC5--SMARCA2	chr5:75692396	chr9:2073212	5
cov5_pass10	PLA2G7--ZNF592	chr6:46714460	chr15:84797869	5
cov5_pass10	PLA2G3--KCTD14	chr22:31138276	chr11:78017270	5
cov5_pass10	PLA2G2F--CFDP1	chr1:20143590	chr16:75411952	5
cov5_pass10	PLA2G2C--NAA38	chr1:20172794	chr7:118191912	5
cov5_pass10	PHF14--SYT16	chr7:10974324	chr14:61995876	5
cov5_pass10	PHF16--ATP6V0D2	chrX:46984940	chr8:86113709	5
cov5_pass10	PHF19--AMZ1	chr9:120866028	chr7:2702722	5
cov5_pass10	PHF21A--KCNV2	chr11:46084166	chr9:2729446	5
cov5_pass10	PHYHIPL--DLX2	chr10:59176959	chr2:172101646	5
cov5_pass10	PIANP--CD1B	chr12:6698045	chr1:158329014	5
cov5_pass10	PIAS3--FAM134A	chr1:145857313	chr2:219179733	5
cov5_pass10	PIAS4--GSTZ1	chr19:4037504	chr14:77330310	5
cov5_pass10	PIAS4--TASP1	chr19:4028600	chr20:13483337	5
cov5_pass10	PID1--DAP	chr2:229155818	chr5:10681169	5
cov5_pass10	PITRM1--DHRS3	chr10:3144292	chr1:12578956	5
cov5_pass10	PIWIL4--FAM187B	chr11:94597915	chr19:35225212	5
cov5_pass10	PKN1--CHI3L1	chr19:14467641	chr1:203179585	5
cov5_pass10	PLA2G15--CDC45	chr16:68245553	chr22:19516527	5
cov5_pass10	PLA2G2A--DOCK1	chr1:19978380	chr10:127447394	5
cov5_pass10	PSMB5--COPS7A	chr14:23027745	chr12:6730402	5
cov5_pass10	PSMD1--IKBKE	chr2:231067111	chr1:206487914	5
cov5_pass10	PCDHGC3--CRY2	chr5:141505481	chr11:45867612	5
cov5_pass10	RIPPLY2--SERF2	chr6:83853511	chr15:43793576	5
cov5_pass10	RIBC1--AL021546.6	chrX:53428084	chr12:120457076	5
cov5_pass10	RIC8B--NRAS	chr12:106823447	chr1:114709728	5
cov5_pass10	RIMBP2--FBLN1	chr12:130456496	chr22:45533761	5
cov5_pass10	RIMS1--FRG2	chr6:72242437	chr4:190026765	5
cov5_pass10	RIMS4--ECHDC1	chr20:44757670	chr6:127316502	5
cov5_pass10	RIN1--FKTN	chr11:66335978	chr9:105604215	5
cov5_pass10	RIPK4--CYSTM1	chr21:41743882	chr5:140243305	5
cov5_pass10	RMDN3--KRT79	chr15:40740133	chr12:52822379	5
cov5_pass10	RNFT2--PMVK	chr12:116779348	chr1:154925265	5
cov5_pass10	RNASEL--PRG3	chr1:182576256	chr11:57378812	5
cov5_pass10	RNF103--NEDD1	chr2:86620330	chr12:96912723	5
cov5_pass10	RNF121--PDPN	chr11:71990717	chr1:13610387	5
cov5_pass10	RNF125--VSX1	chr18:32045732	chr20:25072643	5
cov5_pass10	RNF17--TM4SF18	chr13:24844802	chr3:149330419	5
cov5_pass10	RNF216--MIOX	chr7:5716716	chr22:50487886	5
cov5_pass10	RNF219--KIAA1958	chr13:78644862	chr9:112645650	5
cov5_pass10	RHPN2--DSCAM	chr19:32991823	chr21:40167288	5
cov5_pass10	RHOV--WNT3A	chr15:40873684	chr1:228022667	5
cov5_pass10	RHOT1--RALY	chr17:32171101	chr20:34077028	5
cov5_pass10	RHOC--NOL4	chr1:112703644	chr18:33958418	5
cov5_pass10	REPS1--ZIC3	chr6:138944498	chrX:137568902	5
cov5_pass10	RFPL1--MRPS23	chr22:29439164	chr17:57839935	5
cov5_pass10	RFX3--SUMO3	chr9:3346667	chr21:44809118	5
cov5_pass10	RFX4--CYTH1	chr12:106720054	chr17:78700443	5
cov5_pass10	RFX4--RAB11B	chr12:106684908	chr19:8399863	5
cov5_pass10	RFX5--GOLGA8I	chr1:151344417	chr15:22616036	5
cov5_pass10	RGL1--TXNL4B	chr1:183880800	chr16:72090786	5
cov5_pass10	RGL4--FAM228B	chr22:23697245	chr2:24169356	5
cov5_pass10	RGS12--SMARCA2	chr4:3343053	chr9:2191266	5
cov5_pass10	RGS16--L3MBTL2	chr1:182602420	chr22:41216139	5
cov5_pass10	RGS21--CD1D	chr1:192347389	chr1:158182032	5
cov5_pass10	RGS6--CLEC11A	chr14:72470083	chr19:50724410	5
cov5_pass10	RHAG--KIAA0753	chr6:49606848	chr17:6612148	5
cov5_pass10	RHBDF2--LIPN	chr17:76478806	chr10:88768792	5
cov5_pass10	RHNO1--C1QTNF4	chr12:2885534	chr11:47590815	5
cov5_pass10	RNF41--EEF1E1	chr12:56210297	chr6:8097467	5
cov5_pass10	RNGTT--GUCY1A3	chr6:88929164	chr4:155722038	5
cov5_pass10	RELL1--PLA2R1	chr4:37638447	chr2:159976225	5
cov5_pass10	S100A7L2--ARFIP1	chr1:153438189	chr4:152910064	5
cov5_pass10	RSPH3--NXF2B	chr6:158978260	chrX:102365331	5
cov5_pass10	RSPH6A--PCMT1	chr19:45802120	chr6:149771162	5
cov5_pass10	RSPO3--B3GALT1	chr6:127150572	chr2:167868811	5
cov5_pass10	RTP1--KPNA1	chr3:187197787	chr3:122461318	5
cov5_pass10	RTP1--LAMC3	chr3:187197787	chr9:131085524	5
cov5_pass10	RUNX2--SEPT12	chr6:45422957	chr16:4787667	5
cov5_pass10	S100A6--GNPAT	chr1:153535202	chr1:231265293	5
cov5_pass10	S1PR5--SFRP2	chr19:10517041	chr4:153781755	5
cov5_pass10	RORB--SLC44A3	chr9:74671901	chr1:94837711	5
cov5_pass10	SAC3D1--LRRFIP2	chr11:65041866	chr3:37065942	5
cov5_pass10	SACM1L--NUDT15	chr3:45705209	chr13:48040920	5
cov5_pass10	SAE1--GNAT2	chr19:47155213	chr1:109606099	5
cov5_pass10	SAMD1--POLR1A	chr19:14088880	chr2:86088669	5
cov5_pass10	SAMD5--NAPEPLD	chr6:147509387	chr7:103103554	5
cov5_pass10	SAMD7--ZFAND6	chr3:169928578	chr15:80120328	5
cov5_pass10	SAP30--PAPLN	chr4:173373515	chr14:73261156	5
cov5_pass10	RSPH10B2--SCAMP5	chr7:6780888	chr15:75011792	5
cov5_pass10	RRP8--ADM	chr11:6603404	chr11:10305949	5
cov5_pass10	RRP1B--TIGD4	chr21:43691502	chr4:152771542	5
cov5_pass10	RRH--UBE2F	chr4:109835465	chr2:237994744	5
cov5_pass10	RP2--C12ORF66	chrX:46860102	chr12:64215963	5
cov5_pass10	RPA2--NPC1L1	chr1:27907181	chr7:44531844	5
cov5_pass10	RPH3A--ZNF514	chr12:112890080	chr2:95152769	5
cov5_pass10	RPL27A--RBM45	chr11:8684892	chr2:178118055	5
cov5_pass10	RPL34--CA2	chr4:108622618	chr8:85477120	5
cov5_pass10	RPL35A--AFF2	chr3:197951311	chrX:148651999	5
cov5_pass10	RPL36A--GJB3	chrX:101391822	chr1:34784738	5
cov5_pass10	RPL3L--ARL6	chr16:1945499	chr3:97780615	5
cov5_pass10	RPL6--GLOD4	chr12:112408420	chr17:778810	5
cov5_pass10	RPS12--INTS12	chr6:132816563	chr4:105692135	5
cov5_pass10	RPS19BP1--CSRP1	chr22:39532687	chr1:201496304	5
cov5_pass10	RPSA--ETS1	chr3:39407082	chr11:128489490	5
cov5_pass10	RPSA--UNC93A	chr3:39407082	chr6:167291439	5
cov5_pass10	RPUSD2--BAIAP3	chr15:40569943	chr16:1344969	5
cov5_pass10	RRBP1--GPR133	chr20:17633460	chr12:130954624	5
cov5_pass10	REPIN1--ZNF556	chr7:150369868	chr19:2873496	5
cov5_pass10	REEP4--CUZD1	chr8:22140625	chr10:122835097	5
cov5_pass10	PSMD3--FMO5	chr17:39988819	chr1:147190249	5
cov5_pass10	PYGB--VAX1	chr20:25281112	chr10:117134583	5
cov5_pass10	PUS1--IZUMO3	chr12:131932312	chr9:24544281	5
cov5_pass10	PUS1--MEAF6	chr12:131930135	chr1:37509542	5
cov5_pass10	PUS7--UBR7	chr7:105495142	chr14:93212032	5
cov5_pass10	PVRL3--LPAR5	chr3:111072177	chr12:6621464	5
cov5_pass10	PXK--ACAA2	chr3:58410159	chr18:49794427	5
cov5_pass10	PXT1--RASIP1	chr6:36400454	chr19:48724960	5
cov5_pass10	PYCARD--LSM11	chr16:31202417	chr5:157754004	5
cov5_pass10	PYGL--AL391421.1	chr14:50931673	chr10:77867923	5
cov5_pass10	RAB21--CD6	chr12:71769859	chr11:61013423	5
cov5_pass10	PYGM--ZNF679	chr11:64755447	chr7:64249028	5
cov5_pass10	QKI--PARK7	chr6:163535125	chr1:7962763	5
cov5_pass10	QKI--UNC5A	chr6:163563719	chr5:176869614	5
cov5_pass10	QPCTL--INSL4	chr19:45698699	chr9:5233654	5
cov5_pass10	QPCTL--SMUG1	chr19:45692910	chr12:54183959	5
cov5_pass10	QRICH2--SIX3	chr17:76275819	chr2:44944568	5
cov5_pass10	RAB11FIP1--VTI1A	chr8:37870420	chr10:112527087	5
cov5_pass10	PTTG1--WASF1	chr5:160422893	chr6:110108681	5
cov5_pass10	PTRF--APOBR	chr17:42422627	chr16:28498436	5
cov5_pass10	PTPRZ1--TACR2	chr7:122039588	chr10:69409075	5
cov5_pass10	PTPRT--TTF1	chr20:42791195	chr9:132386621	5
cov5_pass10	PSMD9--RPL28	chr12:121915944	chr19:55386350	5
cov5_pass10	PSMF1--TUBB	chr20:1118902	chr6:30722918	5
cov5_pass10	PSMG3--TRAPPC6A	chr7:1569124	chr19:45164247	5
cov5_pass10	PTBP3--NT5C1B	chr9:112297832	chr2:18582997	5
cov5_pass10	PTCH1--DEFB123	chr9:95480390	chr20:31450029	5
cov5_pass10	PTCH2--ATF6	chr1:44828506	chr1:161783990	5
cov5_pass10	PTF1A--AP003068.23	chr10:23193314	chr11:65181072	5
cov5_pass10	PTGDR--GPRC5B	chr14:52268660	chr16:19872846	5
cov5_pass10	PTGR1--COX6C	chr9:111574734	chr8:99892052	5
cov5_pass10	PTHLH--C20ORF194	chr12:27963348	chr20:3324968	5
cov5_pass10	PTK2--FADS6	chr8:140735251	chr17:74879583	5
cov5_pass10	PTK6--AKNA	chr20:63532526	chr9:114368595	5
cov5_pass10	PTP4A3--S100G	chr8:141427069	chrX:16654405	5
cov5_pass10	PTPN9--CLDN18	chr15:75523121	chr3:138023658	5
cov5_pass10	PTPRN2--LRP10	chr7:157576613	chr14:22876940	5
cov5_pass10	RAB11FIP4--RAB34	chr17:31522395	chr17:28714710	5
cov5_pass10	RAB2B--FAM169B	chr14:21476827	chr15:98452010	5
cov5_pass10	RCHY1--FSD2	chr4:75508820	chr15:82780267	5
cov5_pass10	RBL1--RPF1	chr20:37061103	chr1:84480956	5
cov5_pass10	RASSF9--SF3A2	chr12:85836155	chr19:2245446	5
cov5_pass10	RAVER2--PPP1R1A	chr1:64812849	chr12:54582795	5
cov5_pass10	RAX2--PDE1C	chr19:3771527	chr7:31850741	5
cov5_pass10	RB1CC1--RAB33A	chr8:52658873	chrX:130184285	5
cov5_pass10	RB1--CCNK	chr13:48377034	chr14:99493514	5
cov5_pass10	RBBP4--WTIP	chr1:32672699	chr19:34494586	5
cov5_pass10	RBFA--OSGEP	chr18:80038617	chr14:20448171	5
cov5_pass10	RBM15--MLNR	chr1:110342268	chr13:49222040	5
cov5_pass10	RAB34--SPHK1	chr17:28715032	chr17:76386221	5
cov5_pass10	RBM4--C4ORF17	chr11:66640123	chr4:99540412	5
cov5_pass10	RBMY1E--ARTN	chrY:21905813	chr1:43936093	5
cov5_pass10	RBMY1J--IQCH	chrY:22406128	chr15:67494258	5
cov5_pass10	RBP5--IL6	chr12:7128703	chr7:22731406	5
cov5_pass10	RBPMS2--DTNBP1	chr15:64749431	chr6:15615399	5
cov5_pass10	RCAN2--VAT1	chr6:46456752	chr17:43016144	5
cov5_pass10	RCBTB1--NUP214	chr13:49555515	chr9:131128332	5
cov5_pass10	RASL10A--SEC24B	chr22:29313863	chr4:109539561	5
cov5_pass10	RASAL1--URAD	chr12:113117073	chr13:27978452	5
cov5_pass10	RASAL1--MS4A4E	chr12:113119362	chr11:60213332	5
cov5_pass10	RARRES2--C12ORF36	chr7:150340436	chr12:13376425	5
cov5_pass10	RAB39A--SPECC1	chr11:107928795	chr17:20296961	5
cov5_pass10	RAB3A--CALR3	chr19:18202513	chr19:16484115	5
cov5_pass10	RAB43--TUB	chr3:129121286	chr11:8101486	5
cov5_pass10	RAB7A--LCN1	chr3:128795420	chr9:135525132	5
cov5_pass10	RABEPK--MMP17	chr9:125220397	chr12:131850925	5
cov5_pass10	RABL2A--PAMR1	chr2:113632944	chr11:35492173	5
cov5_pass10	RABL2A--UPF1	chr2:113634232	chr19:18857320	5
cov5_pass10	RAD21--WDR92	chr8:116861841	chr2:68138857	5
cov5_pass10	RAF1--NRIP2	chr3:12599691	chr12:2834841	5
cov5_pass10	RANBP3--DNAH12	chr19:5927968	chr3:57425141	5
cov5_pass10	RAP1GDS1--CLSTN2	chr4:98418791	chr3:140448519	5
cov5_pass10	RAP2A--LINC00908	chr13:97434784	chr18:76557975	5
cov5_pass10	RAPH1--ANAPC15	chr2:203459907	chr11:72111281	5
cov5_pass10	RAPSN--BRF2	chr11:47438732	chr8:37847341	5
cov5_pass10	RAPSN--DFFA	chr11:47447812	chr1:10467332	5
cov5_pass10	PCDHGC5--L3MBTL4	chr5:141491700	chr18:6264038	5
cov5_pass10	PCDHGB3--ZBTB25	chr5:141494865	chr14:64449638	5
cov5_pass10	LRRIQ1--LENG1	chr12:85046137	chr19:54158461	5
cov5_pass10	MPV17--GNE	chr2:27311899	chr9:36229108	5
cov5_pass10	MORF4L1--EDNRB	chr15:78892313	chr13:77901207	5
cov5_pass10	MPDZ--APCS	chr9:13143466	chr1:159588101	5
cov5_pass10	MPDZ--NDUFB11	chr9:13126516	chrX:47142440	5
cov5_pass10	MPHOSPH10--GBP7	chr2:71134105	chr1:89152777	5
cov5_pass10	MPHOSPH8--SAMD1	chr13:19659120	chr19:14088782	5
cov5_pass10	MPPED2--GABRA6	chr11:30414228	chr5:161689254	5
cov5_pass10	MPV17L--LSM6	chr16:15407853	chr4:146182912	5
cov5_pass10	MPZL2--EPPIN	chr11:118262931	chr20:45537550	5
cov5_pass10	MRPL39--SLPI	chr21:25588835	chr20:45253151	5
cov5_pass10	MPZL3--FAM3A	chr11:118233460	chrX:154508347	5
cov5_pass10	MRC2--DHCR24	chr17:62677486	chr1:54854234	5
cov5_pass10	MRM1--GSKIP	chr17:36607802	chr14:96382247	5
cov5_pass10	MROH7--ENDOD1	chr1:54686448	chr11:95128377	5
cov5_pass10	MRPL14--NOX5	chr6:44116541	chr15:69028215	5
cov5_pass10	MRPL19--CTNNAL1	chr2:75654917	chr9:108948234	5
cov5_pass10	MRPL35--PRAME	chr2:86206295	chr22:22550334	5
cov5_pass10	MORC1--CYP11B1	chr3:109000557	chr8:142875154	5
cov5_pass10	MORC1--COL6A2	chr3:108984716	chr21:46122875	5
cov5_pass10	MOGS--EFNA3	chr2:74464496	chr1:155085877	5
cov5_pass10	MOGAT1--PIH1D3	chr2:222689469	chrX:107238922	5
cov5_pass10	MLNR--CCDC122	chr13:49221389	chr13:43868803	5
cov5_pass10	MLN--BBS10	chr6:33795503	chr12:76347787	5
cov5_pass10	MLX--KRT18	chr17:42569606	chr12:52951481	5
cov5_pass10	MLYCD--NACC1	chr16:83912367	chr19:13138147	5
cov5_pass10	MLYCD--SSX4	chr16:83912367	chrX:48384034	5
cov5_pass10	MLYCD--ZP3	chr16:83899672	chr7:76440250	5
cov5_pass10	MMADHC--DSPP	chr2:149571085	chr4:87613785	5
cov5_pass10	MMADHC--KIAA0319	chr2:149582127	chr6:24563518	5
cov5_pass10	MMP15--ZNF696	chr16:58043627	chr8:143292972	5
cov5_pass10	MMP20--BCL6B	chr11:102594621	chr17:7024083	5
cov5_pass10	MMP9--TSPAN9	chr20:46013534	chr12:3278421	5
cov5_pass10	MNDA--BSPH1	chr1:158847889	chr19:47976854	5
cov5_pass10	MNDA--TTC21A	chr1:158846003	chr3:39110029	5
cov5_pass10	MOCOS--RAB3B	chr18:36198756	chr1:51933442	5
cov5_pass10	MOCS1--RNASE6	chr6:39916068	chr14:20781695	5
cov5_pass10	MRPL37--CT45A5	chr1:54200589	chrX:135831445	5
cov5_pass10	MRPL54--CCDC144NL	chr19:3762818	chr17:20865509	5
cov5_pass10	MLF1IP--TH	chr4:184716397	chr11:2167933	5
cov5_pass10	MTMR7--NAA25	chr8:17309277	chr12:112060359	5
cov5_pass10	MT1M--HDGF	chr16:56633405	chr1:156745146	5
cov5_pass10	MT3--FAM64A	chr16:56589189	chr17:6449312	5
cov5_pass10	MTA1--C17ORF97	chr14:105464147	chr17:413997	5
cov5_pass10	MTA3--TEX26	chr2:42609584	chr13:30956873	5
cov5_pass10	MTERFD1--DACT2	chr8:96256962	chr6:168294704	5
cov5_pass10	MTIF2--TBX21	chr2:55242940	chr17:47744748	5
cov5_pass10	MTL5--TBX22	chr11:68742318	chrX:80027991	5
cov5_pass10	MTNR1A--ZNF630	chr4:186555182	chrX:48060945	5
cov5_pass10	MRPL55--RFC3	chr1:228107977	chr13:33835148	5
cov5_pass10	MTTP--LZTS1	chr4:99564426	chr8:20253585	5
cov5_pass10	MUC12--MZF1	chr7:101006572	chr19:58563260	5
cov5_pass10	MUC15--LAMA3	chr11:26565165	chr18:23814403	5
cov5_pass10	MUC16--AADACL2	chr19:8882331	chr3:151740646	5
cov5_pass10	MUC21--ZNF280A	chr6:30984019	chr22:22515701	5
cov5_pass10	MUC5B--C12ORF40	chr11:1260728	chr12:39646329	5
cov5_pass10	MUS81--DOC2A	chr11:65863502	chr16:30007299	5
cov5_pass10	MST4--SPG21	chrX:132023659	chr15:64983593	5
cov5_pass10	MSRB2--SYCP1	chr10:23119451	chr1:114895448	5
cov5_pass10	MSRB2--PIGA	chr10:23119451	chrX:15324871	5
cov5_pass10	MSRA--LST3	chr8:10301638	chr12:21076452	5
cov5_pass10	MRPS10--VTCN1	chr6:42208858	chr1:117153369	5
cov5_pass10	MRPS15--TMEM255B	chr1:36460692	chr13:113801653	5
cov5_pass10	MRPS17--COL9A2	chr7:55953318	chr1:40303676	5
cov5_pass10	MRPS21--SOS2	chr1:150294449	chr14:50201084	5
cov5_pass10	MRPS23--CALCB	chr17:57840926	chr11:15077286	5
cov5_pass10	MRPS26--TRBC2	chr20:3046280	chr7:142801944	5
cov5_pass10	MRPS30--LTB4R	chr5:44811154	chr14:24315637	5
cov5_pass10	MRVI1--PLEKHG2	chr11:10581867	chr19:39417905	5
cov5_pass10	MS4A1--CACNG4	chr11:60463121	chr17:67018189	5
cov5_pass10	MS4A2--FBXW12	chr11:60092848	chr3:48378317	5
cov5_pass10	MS4A2--MED14	chr11:60092848	chrX:40729345	5
cov5_pass10	MS4A4E--GDF5OS	chr11:60214571	chr20:35433852	5
cov5_pass10	MS4A5--DEFB136	chr11:60430924	chr8:11974118	5
cov5_pass10	MSH2--FAM193A	chr2:47429941	chr4:2690698	5
cov5_pass10	MSRA--CYP11B1	chr8:10245223	chr8:142875154	5
cov5_pass10	MLLT3--C2ORF83	chr9:20360742	chr2:227611656	5
cov5_pass10	MKRN3--BTBD8	chr15:23566984	chr1:92139350	5
cov5_pass10	MYH7--PNMA3	chr14:23418210	chrX:153056950	5
cov5_pass10	MAP1B--C7ORF33	chr5:72183825	chr7:148615327	5
cov5_pass10	MAGI1--WFDC10B	chr3:65442792	chr20:45684960	5
cov5_pass10	MAK--IL36A	chr6:10803720	chr2:113007832	5
cov5_pass10	MAK--NOXA1	chr6:10818886	chr9:137429276	5
cov5_pass10	MAMDC2--LTB4R2	chr9:70044231	chr14:24310599	5
cov5_pass10	MAN1A2--GPR26	chr1:117499554	chr10:123674818	5
cov5_pass10	MANSC4--SLC37A2	chr12:27766665	chr11:125076757	5
cov5_pass10	MAOA--CDC6	chrX:43728314	chr17:40291058	5
cov5_pass10	MAP1LC3C--GFRAL	chr1:241998514	chr6:55401790	5
cov5_pass10	MBL2--SPATA2L	chr10:52770670	chr16:89701233	5
cov5_pass10	MAP1LC3C--GJB1	chr1:241998776	chrX:71223692	5
cov5_pass10	MAP3K19--FAM219A	chr2:134991537	chr9:34401119	5
cov5_pass10	MAP3K7--MAP3K11	chr6:90552049	chr11:65608070	5
cov5_pass10	MAP7D1--CACYBP	chr1:36178823	chr1:175009923	5
cov5_pass10	MAP7D3--LBR	chrX:136244632	chr1:225424089	5
cov5_pass10	MAP7--SLC35D1	chr6:136383671	chr1:67049850	5
cov5_pass10	MARCH10--INO80C	chr17:62759835	chr18:35479411	5
cov5_pass10	MAGED4B--TNFAIP1	chrX:52066865	chr17:28344364	5
cov5_pass10	MAGED4B--HIBADH	chrX:52065330	chr7:27632445	5
cov5_pass10	LYRM9--TSPAN14	chr17:27880274	chr10:80514019	5
cov5_pass10	LYRM5--OSM	chr12:25204007	chr22:30265144	5
cov5_pass10	LRRTM3--AC073610.5	chr10:66928452	chr12:48922201	5
cov5_pass10	AADACL4--CATSPERD	chr1:12644714	chr19:5727268	5
cov5_pass10	LSM4--CLDN2	chr19:18312604	chrX:106928051	5
cov5_pass10	LSM6--MME	chr4:146189781	chr3:155116868	5
cov5_pass10	LSR--CC2D2B	chr19:35259064	chr10:96012185	5
cov5_pass10	LTBP2--GOT1	chr14:74555503	chr10:99403874	5
cov5_pass10	LUC7L2--ARHGAP20	chr7:139398697	chr11:110609050	5
cov5_pass10	LY6H--DEPDC4	chr8:143160198	chr12:100256226	5
cov5_pass10	LY6K--DNALI1	chr8:142700630	chr1:37557603	5
cov5_pass10	LYAR--CASK	chr4:4283621	chrX:41660561	5
cov5_pass10	LYG1--GUCY1B3	chr2:99292536	chr4:155796377	5
cov5_pass10	LYPD1--SPTBN5	chr2:132668400	chr15:41865903	5
cov5_pass10	LYPD2--USP44	chr8:142752394	chr12:95534326	5
cov5_pass10	LYPLA1--ZNF365	chr8:54055060	chr10:62623103	5
cov5_pass10	LYRM1--PRG4	chr16:20915714	chr1:186311034	5
cov5_pass10	MASTL--B3GALT1	chr10:27173259	chr2:167868811	5
cov5_pass10	MBLAC2--PARD3	chr5:90473839	chr10:34131583	5
cov5_pass10	MIPOL1--ZNF513	chr14:37308089	chr2:27378371	5
cov5_pass10	MFF--FLYWCH1	chr2:227332588	chr16:2930410	5
cov5_pass10	MELK--ATPIF1	chr9:36633200	chr1:28246589	5
cov5_pass10	MEOX1--NDUFAF3	chr17:43661066	chr3:49022876	5
cov5_pass10	METAP1--CCDC181	chr4:99043387	chr1:169422313	5
cov5_pass10	METTL21C--LCORL	chr13:102690813	chr4:17886161	5
cov5_pass10	METTL24--BCL2L11	chr6:110357955	chr2:111150044	5
cov5_pass10	METTL2B--RASAL1	chr7:128488161	chr12:113100680	5
cov5_pass10	MEX3A--LYRM9	chr1:156081545	chr17:27880366	5
cov5_pass10	MFGE8--PIP	chr15:88907195	chr7:143139518	5
cov5_pass10	MBNL1--TIPIN	chr3:152458193	chr15:66352955	5
cov5_pass10	MFGE8--PPP2R2C	chr15:88913247	chr4:6372700	5
cov5_pass10	MFN1--FGFBP3	chr3:179368103	chr10:91909047	5
cov5_pass10	MGST1--CASP7	chr12:16357699	chr10:113725362	5
cov5_pass10	MGST2--JSRP1	chr4:139666077	chr19:2254301	5
cov5_pass10	MICALL1--NFE2L3	chr22:37932888	chr7:26183701	5
cov5_pass10	MIEF2--ULK3	chr17:18263248	chr15:74841505	5
cov5_pass10	MIF--TRAF5	chr22:23894582	chr1:211372128	5
