LeftBreakPoint	RightBreakPoint	FusionName	Breakpoint	BreakpointLexSort	FusionLexSort	num_LR	sim_data_name
chr10:12769799	chr7:142720866	CAMK1D--TRBV28	chr10:12769799--chr7:142720866	chr10:12769799--chr7:142720866	CAMK1D--TRBV28	5	cov5_pass5
chr10:12791233	chr20:53583168	CAMK1D--ZNF217	chr10:12791233--chr20:53583168	chr10:12791233--chr20:53583168	CAMK1D--ZNF217	5	cov5_pass5
chr1:209609929	chr3:39189525	CAMK1G--XIRP1	chr1:209609929--chr3:39189525	chr1:209609929--chr3:39189525	CAMK1G--XIRP1	5	cov5_pass5
chr4:113460147	chr12:116237705	CAMK2D--MED13L	chr4:113460147--chr12:116237705	chr12:116237705--chr4:113460147	CAMK2D--MED13L	5	cov5_pass5
chr1:20485214	chr2:222303746	CAMK2N1--CCDC140	chr1:20485214--chr2:222303746	chr1:20485214--chr2:222303746	CAMK2N1--CCDC140	5	cov5_pass5
chr3:184261117	chr1:12755700	CAMK2N2--C1ORF158	chr3:184261117--chr1:12755700	chr1:12755700--chr3:184261117	C1ORF158--CAMK2N2	5	cov5_pass5
chr17:3881627	chr7:121338881	CAMKK1--WNT16	chr17:3881627--chr7:121338881	chr17:3881627--chr7:121338881	CAMKK1--WNT16	5	cov5_pass5
chr17:67054070	chr14:23307760	CACNG1--BCL2L2	chr17:67054070--chr14:23307760	chr14:23307760--chr17:67054070	BCL2L2--CACNG1	5	cov5_pass5
chr16:1215593	chr9:128683780	CACNA1H--SET	chr16:1215593--chr9:128683780	chr16:1215593--chr9:128683780	CACNA1H--SET	5	cov5_pass5
chr18:23253066	chr5:148282104	CABLES1--SPINK13	chr18:23253066--chr5:148282104	chr18:23253066--chr5:148282104	CABLES1--SPINK13	5	cov5_pass5
chr18:23214054	chr10:116860794	CABLES1--ENO4	chr18:23214054--chr10:116860794	chr10:116860794--chr18:23214054	CABLES1--ENO4	5	cov5_pass5
chr6:151464618	chr3:69120060	C6ORF211--LMOD3	chr6:151464618--chr3:69120060	chr3:69120060--chr6:151464618	C6ORF211--LMOD3	5	cov5_pass5
chr6:31837435	chr19:20948744	C6ORF48--ZNF85	chr6:31837435--chr19:20948744	chr19:20948744--chr6:31837435	C6ORF48--ZNF85	5	cov5_pass5
chr6:24716148	chr8:25423331	C6ORF62--GNRH1	chr6:24716148--chr8:25423331	chr6:24716148--chr8:25423331	C6ORF62--GNRH1	5	cov5_pass5
chr7:139341522	chr1:200857306	C7ORF55--CAMSAP2	chr7:139341522--chr1:200857306	chr1:200857306--chr7:139341522	C7ORF55--CAMSAP2	5	cov5_pass5
chr7:90309367	chr3:87260104	C7ORF63--POU1F1	chr7:90309367--chr3:87260104	chr3:87260104--chr7:90309367	C7ORF63--POU1F1	5	cov5_pass5
chr7:50104411	chrX:131274206	C7ORF72--IGSF1	chr7:50104411--chrX:131274206	chr7:50104411--chrX:131274206	C7ORF72--IGSF1	5	cov5_pass5
chr8:11438210	chr7:144188395	C8ORF12--ARHGEF35	chr8:11438210--chr7:144188395	chr7:144188395--chr8:11438210	ARHGEF35--C8ORF12	5	cov5_pass5
chr8:95252188	chr4:9450360	C8ORF37--DEFB131	chr8:95252188--chr4:9450360	chr4:9450360--chr8:95252188	C8ORF37--DEFB131	5	cov5_pass5
chr9:69844625	chr7:101240906	C9ORF135--FIS1	chr9:69844625--chr7:101240906	chr7:101240906--chr9:69844625	C9ORF135--FIS1	5	cov5_pass5
chr9:74952186	chr14:93653940	C9ORF40--UNC79	chr9:74952186--chr14:93653940	chr14:93653940--chr9:74952186	C9ORF40--UNC79	5	cov5_pass5
chr9:27562381	chr1:168581052	C9ORF72--XCL1	chr9:27562381--chr1:168581052	chr1:168581052--chr9:27562381	C9ORF72--XCL1	5	cov5_pass5
chr8:85474416	chr20:33001278	CA2--SUN5	chr8:85474416--chr20:33001278	chr20:33001278--chr8:85474416	CA2--SUN5	5	cov5_pass5
chr17:60158446	chr17:60500487	CA4--APPBP2	chr17:60158446--chr17:60500487	chr17:60158446--chr17:60500487	APPBP2--CA4	5	cov5_pass5
chr17:60150092	chr16:21971525	CA4--UQCRC2	chr17:60150092--chr16:21971525	chr16:21971525--chr17:60150092	CA4--UQCRC2	5	cov5_pass5
chr22:24049220	chrX:53581026	CABIN1--HUWE1	chr22:24049220--chrX:53581026	chr22:24049220--chrX:53581026	CABIN1--HUWE1	5	cov5_pass5
chr12:121253273	chr10:97424893	CAMKK2--AL355490.1	chr12:121253273--chr10:97424893	chr10:97424893--chr12:121253273	AL355490.1--CAMKK2	5	cov5_pass5
chr9:135882816	chr18:163308	CAMSAP1--USP14	chr9:135882816--chr18:163308	chr18:163308--chr9:135882816	CAMSAP1--USP14	5	cov5_pass5
chr12:67311800	chr8:7828805	CAND1--DEFB106A	chr12:67311800--chr8:7828805	chr12:67311800--chr8:7828805	CAND1--DEFB106A	5	cov5_pass5
chr8:22607024	chr2:169518190	CCAR2--KLHL41	chr8:22607024--chr2:169518190	chr2:169518190--chr8:22607024	CCAR2--KLHL41	5	cov5_pass5
chr19:15013776	chr14:31066126	CCDC105--AP4S1	chr19:15013776--chr14:31066126	chr14:31066126--chr19:15013776	AP4S1--CCDC105	5	cov5_pass5
chr4:109648649	chrX:116446741	CCDC109B--SLC6A14	chr4:109648649--chrX:116446741	chr4:109648649--chrX:116446741	CCDC109B--SLC6A14	5	cov5_pass5
chr5:69303847	chr12:92853025	CCDC125--EEA1	chr5:69303847--chr12:92853025	chr12:92853025--chr5:69303847	CCDC125--EEA1	5	cov5_pass5
chr7:128792427	chr4:121802915	CCDC136--EXOSC9	chr7:128792427--chr4:121802915	chr4:121802915--chr7:128792427	CCDC136--EXOSC9	5	cov5_pass5
chr2:178877964	chr19:861699	CCDC141--CFD	chr2:178877964--chr19:861699	chr19:861699--chr2:178877964	CCDC141--CFD	5	cov5_pass5
chr17:20893392	chr19:12016666	CCDC144NL--ZNF433	chr17:20893392--chr19:12016666	chr17:20893392--chr19:12016666	CCDC144NL--ZNF433	5	cov5_pass5
chr13:36254045	chr7:1567850	CCDC169--PSMG3	chr13:36254045--chr7:1567850	chr13:36254045--chr7:1567850	CCDC169--PSMG3	5	cov5_pass5
chr6:151536446	chr2:240462191	CCDC170--GPC1	chr6:151536446--chr2:240462191	chr2:240462191--chr6:151536446	CCDC170--GPC1	5	cov5_pass5
chr6:151538301	chr3:52230995	CCDC170--TLR9	chr6:151538301--chr3:52230995	chr3:52230995--chr6:151538301	CCDC170--TLR9	5	cov5_pass5
chr2:169674867	chr19:43608107	CCDC173--ZNF428	chr2:169674867--chr19:43608107	chr19:43608107--chr2:169674867	CCDC173--ZNF428	5	cov5_pass5
chr1:3755567	chr12:104756949	CCDC27--CHST11	chr1:3755567--chr12:104756949	chr12:104756949--chr1:3755567	CCDC27--CHST11	5	cov5_pass5
chr11:93332288	chr9:97036747	CCDC67--CTSV	chr11:93332288--chr9:97036747	chr11:93332288--chr9:97036747	CCDC67--CTSV	5	cov5_pass5
chr5:151223923	chr17:8079805	CCDC69--AC129492.6	chr5:151223923--chr17:8079805	chr17:8079805--chr5:151223923	AC129492.6--CCDC69	5	cov5_pass5
chr14:99516188	chr12:95482127	CCDC85C--METAP2	chr14:99516188--chr12:95482127	chr12:95482127--chr14:99516188	CCDC85C--METAP2	5	cov5_pass5
chr11:83286100	chr12:45928859	CCDC90B--SCAF11	chr11:83286100--chr12:45928859	chr11:83286100--chr12:45928859	CCDC90B--SCAF11	5	cov5_pass5
chr17:44901652	chr19:1112537	CCDC103--SBNO2	chr17:44901652--chr19:1112537	chr17:44901652--chr19:1112537	CCDC103--SBNO2	5	cov5_pass5
chr7:26211756	chr1:33489518	CBX3--ZSCAN20	chr7:26211756--chr1:33489518	chr1:33489518--chr7:26211756	CBX3--ZSCAN20	5	cov5_pass5
chr1:40064370	chr3:121790215	CAP1--IQCB1	chr1:40064370--chr3:121790215	chr1:40064370--chr3:121790215	CAP1--IQCB1	5	cov5_pass5
chr14:24428755	chr7:985166	CBLN3--CYP2W1	chr14:24428755--chr7:985166	chr14:24428755--chr7:985166	CBLN3--CYP2W1	5	cov5_pass5
chr1:40060170	chr22:40681503	CAP1--MCHR1	chr1:40060170--chr22:40681503	chr1:40060170--chr22:40681503	CAP1--MCHR1	5	cov5_pass5
chr11:77120909	chr14:21736695	CAPN5--TRAV4	chr11:77120909--chr14:21736695	chr11:77120909--chr14:21736695	CAPN5--TRAV4	5	cov5_pass5
chr1:230795279	chr19:42907854	CAPN9--PSG6	chr1:230795279--chr19:42907854	chr19:42907854--chr1:230795279	CAPN9--PSG6	5	cov5_pass5
chr12:30751071	chr8:18575285	CAPRIN2--PSD3	chr12:30751071--chr8:18575285	chr12:30751071--chr8:18575285	CAPRIN2--PSD3	5	cov5_pass5
chr1:19345187	chr10:125841934	CAPZB--DHX32	chr1:19345187--chr10:125841934	chr10:125841934--chr1:19345187	CAPZB--DHX32	5	cov5_pass5
chr22:37497019	chr19:40875874	CARD10--CYP2A7	chr22:37497019--chr19:40875874	chr19:40875874--chr22:37497019	CARD10--CYP2A7	5	cov5_pass5
chr19:48215340	chr19:15013672	CARD8--CCDC105	chr19:48215340--chr19:15013672	chr19:15013672--chr19:48215340	CARD8--CCDC105	5	cov5_pass5
chr15:44332078	chr9:136218808	CASC4--QSOX2	chr15:44332078--chr9:136218808	chr15:44332078--chr9:136218808	CASC4--QSOX2	5	cov5_pass5
chr7:94518323	chr12:58874330	CASD1--LRIG3	chr7:94518323--chr12:58874330	chr12:58874330--chr7:94518323	CASD1--LRIG3	5	cov5_pass5
chr4:184632268	chr1:40408653	CASP3--SMAP2	chr4:184632268--chr1:40408653	chr1:40408653--chr4:184632268	CASP3--SMAP2	5	cov5_pass5
chr1:15493892	chr19:48421785	CASP9--GRIN2D	chr1:15493892--chr19:48421785	chr19:48421785--chr1:15493892	CASP9--GRIN2D	5	cov5_pass5
chr20:56453129	chr2:72135419	CASS4--CYP26B1	chr20:56453129--chr2:72135419	chr20:56453129--chr2:72135419	CASS4--CYP26B1	5	cov5_pass5
chr15:43647050	chr15:79456098	CATSPER2--KIAA1024	chr15:43647050--chr15:79456098	chr15:43647050--chr15:79456098	CATSPER2--KIAA1024	5	cov5_pass5
chr16:49281202	chr5:140978949	CBLN1--PCDHA13	chr16:49281202--chr5:140978949	chr16:49281202--chr5:140978949	CBLN1--PCDHA13	5	cov5_pass5
chr16:49280923	chr9:84000951	CBLN1--RMI1	chr16:49280923--chr9:84000951	chr16:49280923--chr9:84000951	CBLN1--RMI1	5	cov5_pass5
chr12:8136903	chr6:61978212	CLEC4A--KHDRBS2	chr12:8136903--chr6:61978212	chr12:8136903--chr6:61978212	CLEC4A--KHDRBS2	5	cov5_pass5
chr12:8537115	chr10:119672255	CLEC4E--BAG3	chr12:8537115--chr10:119672255	chr10:119672255--chr12:8537115	BAG3--CLEC4E	5	cov5_pass5
chr6:42128672	chr10:38017291	C6ORF132--ZNF33A	chr6:42128672--chr10:38017291	chr10:38017291--chr6:42128672	C6ORF132--ZNF33A	5	cov5_pass5
chr14:99684536	chr20:62415660	CYP46A1--RBBP8NL	chr14:99684536--chr20:62415660	chr14:99684536--chr20:62415660	CYP46A1--RBBP8NL	5	cov5_pass5
chr6:83955462	chr8:81680783	CYB5R4--IMPA1	chr6:83955462--chr8:81680783	chr6:83955462--chr8:81680783	CYB5R4--IMPA1	5	cov5_pass5
chrX:37804130	chr6:31901325	CYBB--ZBTB12	chrX:37804130--chr6:31901325	chr6:31901325--chrX:37804130	CYBB--ZBTB12	5	cov5_pass5
chr15:22874548	chrX:55729294	CYFIP1--RRAGB	chr15:22874548--chrX:55729294	chr15:22874548--chrX:55729294	CYFIP1--RRAGB	5	cov5_pass5
chr15:74367317	chr11:78174583	CYP11A1--KCTD21	chr15:74367317--chr11:78174583	chr11:78174583--chr15:74367317	CYP11A1--KCTD21	5	cov5_pass5
chr8:142875234	chrX:111410420	CYP11B1--DCX	chr8:142875234--chrX:111410420	chr8:142875234--chrX:111410420	CYP11B1--DCX	5	cov5_pass5
chr20:54173322	chr20:63322058	CYP24A1--COL20A1	chr20:54173322--chr20:63322058	chr20:54173322--chr20:63322058	COL20A1--CYP24A1	5	cov5_pass5
chr10:94850058	chr19:44671746	CYP2C19--CEACAM19	chr10:94850058--chr19:44671746	chr10:94850058--chr19:44671746	CEACAM19--CYP2C19	5	cov5_pass5
chr8:64798466	chr1:246726892	CYP7B1--SCCPDH	chr8:64798466--chr1:246726892	chr1:246726892--chr8:64798466	CYP7B1--SCCPDH	5	cov5_pass5
chr9:133642464	chr7:141743902	DBH--SSBP1	chr9:133642464--chr7:141743902	chr7:141743902--chr9:133642464	DBH--SSBP1	5	cov5_pass5
chr17:78702538	chr11:83177714	CYTH1--PCF11	chr17:78702538--chr11:83177714	chr11:83177714--chr17:78702538	CYTH1--PCF11	5	cov5_pass5
chr5:39394230	chr11:64229478	DAB2--NUDT22	chr5:39394230--chr11:64229478	chr11:64229478--chr5:39394230	DAB2--NUDT22	5	cov5_pass5
chr11:61740592	chr3:13504094	DAGLA--HDAC11	chr11:61740592--chr3:13504094	chr11:61740592--chr3:13504094	DAGLA--HDAC11	5	cov5_pass5
chr19:12969984	chr1:117502855	DAND5--MAN1A2	chr19:12969984--chr1:117502855	chr19:12969984--chr1:117502855	DAND5--MAN1A2	5	cov5_pass5
chr1:155731415	chr9:107487192	DAP3--KLF4	chr1:155731415--chr9:107487192	chr1:155731415--chr9:107487192	DAP3--KLF4	5	cov5_pass5
chrY:23198798	chr7:49802711	DAZ1--VWC2	chrY:23198798--chr7:49802711	chr7:49802711--chrY:23198798	DAZ1--VWC2	5	cov5_pass5
chrY:23219743	chr3:134647497	DAZ2--KY	chrY:23219743--chr3:134647497	chr3:134647497--chrY:23219743	DAZ2--KY	5	cov5_pass5
chr16:69424857	chr19:58498915	CYB5B--SLC27A5	chr16:69424857--chr19:58498915	chr16:69424857--chr19:58498915	CYB5B--SLC27A5	5	cov5_pass5
chrX:139958064	chr1:26362022	CXORF66--ZNF683	chrX:139958064--chr1:26362022	chr1:26362022--chrX:139958064	CXORF66--ZNF683	5	cov5_pass5
chrX:106612723	chr10:6106141	CXORF57--RBM17	chrX:106612723--chr10:6106141	chr10:6106141--chrX:106612723	CXORF57--RBM17	5	cov5_pass5
chrX:149546917	chr20:9518040	CXORF40A--LAMP5	chrX:149546917--chr20:9518040	chr20:9518040--chrX:149546917	CXORF40A--LAMP5	5	cov5_pass5
chr11:65881520	chr6:30650994	CTSW--C6ORF136	chr11:65881520--chr6:30650994	chr11:65881520--chr6:30650994	C6ORF136--CTSW	5	cov5_pass5
chr16:88712383	chr19:7925558	CTU2--CTXN1	chr16:88712383--chr19:7925558	chr16:88712383--chr19:7925558	CTU2--CTXN1	5	cov5_pass5
chr7:101916225	chr4:84631819	CUX1--CDS1	chr7:101916225--chr4:84631819	chr4:84631819--chr7:101916225	CDS1--CUX1	5	cov5_pass5
chr2:179970501	chr19:5914385	CWC22--CAPS	chr2:179970501--chr19:5914385	chr19:5914385--chr2:179970501	CAPS--CWC22	5	cov5_pass5
chr5:64782033	chr8:10613346	CWC27--RP1L1	chr5:64782033--chr8:10613346	chr5:64782033--chr8:10613346	CWC27--RP1L1	5	cov5_pass5
chr11:107392779	chr5:174729159	CWF19L2--MSX2	chr11:107392779--chr5:174729159	chr11:107392779--chr5:174729159	CWF19L2--MSX2	5	cov5_pass5
chr4:48992090	chr18:320064	CWH43--COLEC12	chr4:48992090--chr18:320064	chr18:320064--chr4:48992090	COLEC12--CWH43	5	cov5_pass5
chr4:49032715	chr19:16578409	CWH43--MED26	chr4:49032715--chr19:16578409	chr19:16578409--chr4:49032715	CWH43--MED26	5	cov5_pass5
chr4:76035216	chr1:31319109	CXCL11--ZCCHC17	chr4:76035216--chr1:31319109	chr1:31319109--chr4:76035216	CXCL11--ZCCHC17	5	cov5_pass5
chr17:4738408	chr1:161727247	CXCL16--FCRLB	chr17:4738408--chr1:161727247	chr17:4738408--chr1:161727247	CXCL16--FCRLB	5	cov5_pass5
chr17:4739261	chr5:6656078	CXCL16--SRD5A1	chr17:4739261--chr5:6656078	chr17:4739261--chr5:6656078	CXCL16--SRD5A1	5	cov5_pass5
chr19:42442754	chr2:58146316	CXCL17--VRK2	chr19:42442754--chr2:58146316	chr19:42442754--chr2:58146316	CXCL17--VRK2	5	cov5_pass5
chr4:73998473	chr19:7698409	CXCL5--FCER2	chr4:73998473--chr19:7698409	chr19:7698409--chr4:73998473	CXCL5--FCER2	5	cov5_pass5
chr4:73998206	chr13:87676207	CXCL5--SLITRK5	chr4:73998206--chr13:87676207	chr13:87676207--chr4:73998206	CXCL5--SLITRK5	5	cov5_pass5
chrX:45191751	chr19:55907956	CXORF36--NLRP13	chrX:45191751--chr19:55907956	chr19:55907956--chrX:45191751	CXORF36--NLRP13	5	cov5_pass5
chr3:16596750	chr19:18396972	DAZL--LRRC25	chr3:16596750--chr19:18396972	chr19:18396972--chr3:16596750	DAZL--LRRC25	5	cov5_pass5
chr1:167966721	chr19:44916190	DCAF6--APOC1	chr1:167966721--chr19:44916190	chr19:44916190--chr1:167966721	APOC1--DCAF6	5	cov5_pass5
chr5:157790600	chr6:41084046	CLINT1--NFYA	chr5:157790600--chr6:41084046	chr5:157790600--chr6:41084046	CLINT1--NFYA	5	cov5_pass5
chr11:9264961	chr7:2239707	DENND5A--FTSJ2	chr11:9264961--chr7:2239707	chr11:9264961--chr7:2239707	DENND5A--FTSJ2	5	cov5_pass5
chr6:50048537	chr19:44635401	DEFB112--IGSF23	chr6:50048537--chr19:44635401	chr19:44635401--chr6:50048537	DEFB112--IGSF23	5	cov5_pass5
chr20:157593	chr2:238144902	DEFB127--KLHL30	chr20:157593--chr2:238144902	chr20:157593--chr2:238144902	DEFB127--KLHL30	5	cov5_pass5
chr20:189575	chr9:93952328	DEFB128--BARX1	chr20:189575--chr9:93952328	chr20:189575--chr9:93952328	BARX1--DEFB128	5	cov5_pass5
chr20:189575	chr1:112929352	DEFB128--SLC16A1	chr20:189575--chr1:112929352	chr1:112929352--chr20:189575	DEFB128--SLC16A1	5	cov5_pass5
chr14:100159506	chr11:102770893	DEGS2--MMP10	chr14:100159506--chr11:102770893	chr11:102770893--chr14:100159506	DEGS2--MMP10	5	cov5_pass5
chr6:18257953	chr1:1327241	DEK--GLTPD1	chr6:18257953--chr1:1327241	chr1:1327241--chr6:18257953	DEK--GLTPD1	5	cov5_pass5
chr12:6905759	chr19:48944357	LRRC23--DHDH	chr12:6905759--chr19:48944357	chr12:6905759--chr19:48944357	DHDH--LRRC23	5	cov5_pass5
chr22:20319639	chr10:133357255	DGCR6L--FUOM	chr22:20319639--chr10:133357255	chr10:133357255--chr22:20319639	DGCR6L--FUOM	5	cov5_pass5
chr17:45034187	chr2:71348753	DCAKD--ZNF638	chr17:45034187--chr2:71348753	chr17:45034187--chr2:71348753	DCAKD--ZNF638	5	cov5_pass5
chr12:55937543	chr4:74755976	DGKA--BTC	chr12:55937543--chr4:74755976	chr12:55937543--chr4:74755976	BTC--DGKA	5	cov5_pass5
chr7:14630236	chr12:53459272	DGKB--PCBP2	chr7:14630236--chr12:53459272	chr12:53459272--chr7:14630236	DGKB--PCBP2	5	cov5_pass5
chr1:54854037	chr8:7450900	DHCR24--SPAG11B	chr1:54854037--chr8:7450900	chr1:54854037--chr8:7450900	DHCR24--SPAG11B	5	cov5_pass5
chr19:12680150	chr7:30872243	DHPS--AQP1	chr19:12680150--chr7:30872243	chr19:12680150--chr7:30872243	AQP1--DHPS	5	cov5_pass5
chr19:12681033	chr11:66272157	DHPS--RAB1B	chr19:12681033--chr11:66272157	chr11:66272157--chr19:12681033	DHPS--RAB1B	5	cov5_pass5
chrX:2266740	chr15:74751765	DHRSX--CYP1A2	chrX:2266740--chr15:74751765	chr15:74751765--chrX:2266740	CYP1A2--DHRSX	5	cov5_pass5
chr6:30659736	chr16:84223020	DHX16--KCNG4	chr6:30659736--chr16:84223020	chr16:84223020--chr6:30659736	DHX16--KCNG4	5	cov5_pass5
chr8:6978460	chr3:119947351	DEFA1--GSK3B	chr8:6978460--chr3:119947351	chr3:119947351--chr8:6978460	DEFA1--GSK3B	5	cov5_pass5
chr8:6997577	chr7:51191078	DEFA1B--COBL	chr8:6997577--chr7:51191078	chr7:51191078--chr8:6997577	COBL--DEFA1B	5	cov5_pass5
chr19:42215133	chr17:78239024	DEDD2--TMEM235	chr19:42215133--chr17:78239024	chr17:78239024--chr19:42215133	DEDD2--TMEM235	5	cov5_pass5
chr16:405024	chr9:84280882	DECR2--SLC28A3	chr16:405024--chr9:84280882	chr16:405024--chr9:84280882	DECR2--SLC28A3	5	cov5_pass5
chr6:117532393	chrX:48517183	DCBLD1--PORCN	chr6:117532393--chrX:48517183	chr6:117532393--chrX:48517183	DCBLD1--PORCN	5	cov5_pass5
chr6:24353569	chr6:127578686	DCDC2--C6ORF58	chr6:24353569--chr6:127578686	chr6:127578686--chr6:24353569	C6ORF58--DCDC2	5	cov5_pass5
chr12:91146062	chr16:71482143	DCN--AC010547.9	chr12:91146062--chr16:71482143	chr12:91146062--chr16:71482143	AC010547.9--DCN	5	cov5_pass5
chr12:91146062	chr14:77407645	DCN--NOXRED1	chr12:91146062--chr14:77407645	chr12:91146062--chr14:77407645	DCN--NOXRED1	5	cov5_pass5
chr12:91146062	chr20:63694372	DCN--RTEL1	chr12:91146062--chr20:63694372	chr12:91146062--chr20:63694372	DCN--RTEL1	5	cov5_pass5
chr8:30179455	chr7:140411874	DCTN6--RAB19	chr8:30179455--chr7:140411874	chr7:140411874--chr8:30179455	DCTN6--RAB19	5	cov5_pass5
chr13:113462740	chr17:38733276	DCUN1D2--CISD3	chr13:113462740--chr17:38733276	chr13:113462740--chr17:38733276	CISD3--DCUN1D2	5	cov5_pass5
chr13:113474124	chr1:109092890	DCUN1D2--TMEM167B	chr13:113474124--chr1:109092890	chr13:113474124--chr1:109092890	DCUN1D2--TMEM167B	5	cov5_pass5
chr16:20862108	chr6:72398249	DCUN1D3--RIMS1	chr16:20862108--chr6:72398249	chr16:20862108--chr6:72398249	DCUN1D3--RIMS1	5	cov5_pass5
chr14:53103683	chr15:55341738	DDHD1--PIGB	chr14:53103683--chr15:55341738	chr14:53103683--chr15:55341738	DDHD1--PIGB	5	cov5_pass5
chr22:23967022	chr12:120522363	DDTL--COQ5	chr22:23967022--chr12:120522363	chr12:120522363--chr22:23967022	COQ5--DDTL	5	cov5_pass5
chr16:70371563	chr10:12177900	DDX19A--NUDT5	chr16:70371563--chr10:12177900	chr10:12177900--chr16:70371563	DDX19A--NUDT5	5	cov5_pass5
chr16:70330068	chr17:6706778	DDX19B--SLC13A5	chr16:70330068--chr17:6706778	chr16:70330068--chr17:6706778	DDX19B--SLC13A5	5	cov5_pass5
chr17:63798099	chr20:45207374	DDX42--SEMG1	chr17:63798099--chr20:45207374	chr17:63798099--chr20:45207374	DDX42--SEMG1	5	cov5_pass5
chr1:200648439	chr14:75070555	DDX59--ZC2HC1C	chr1:200648439--chr14:75070555	chr14:75070555--chr1:200648439	DDX59--ZC2HC1C	5	cov5_pass5
chr4:155928336	chr16:67538672	CTSO--FAM65A	chr4:155928336--chr16:67538672	chr16:67538672--chr4:155928336	CTSO--FAM65A	5	cov5_pass5
chr9:87728149	chr5:43277057	CTSL--NIM1	chr9:87728149--chr5:43277057	chr5:43277057--chr9:87728149	CTSL--NIM1	5	cov5_pass5
chr1:150805861	chr10:74136803	CTSK--AP3M1	chr1:150805861--chr10:74136803	chr10:74136803--chr1:150805861	AP3M1--CTSK	5	cov5_pass5
chr9:128322928	chrX:52704592	COQ4--SSX2	chr9:128322928--chrX:52704592	chr9:128322928--chrX:52704592	COQ4--SSX2	5	cov5_pass5
chr9:134738808	chr1:15563929	COL5A1--DNAJC16	chr9:134738808--chr1:15563929	chr1:15563929--chr9:134738808	COL5A1--DNAJC16	5	cov5_pass5
chr2:237387582	chr10:70301508	COL6A3--LRRC20	chr2:237387582--chr10:70301508	chr10:70301508--chr2:237387582	COL6A3--LRRC20	5	cov5_pass5
chr3:130610711	chr1:216198584	COL6A6--USH2A	chr3:130610711--chr1:216198584	chr1:216198584--chr3:130610711	COL6A6--USH2A	5	cov5_pass5
chr8:119091220	chr6:49615771	COLEC10--RHAG	chr8:119091220--chr6:49615771	chr6:49615771--chr8:119091220	COLEC10--RHAG	5	cov5_pass5
chr22:19963759	chr6:31577116	COMT--TNF	chr22:19963759--chr6:31577116	chr22:19963759--chr6:31577116	COMT--TNF	5	cov5_pass5
chr4:83057408	chr6:49968867	COPS4--DEFB113	chr4:83057408--chr6:49968867	chr4:83057408--chr6:49968867	COPS4--DEFB113	5	cov5_pass5
chr2:197453664	chr12:93410874	COQ10B--UBE2N	chr2:197453664--chr12:93410874	chr12:93410874--chr2:197453664	COQ10B--UBE2N	5	cov5_pass5
chr1:10450322	chr17:29267530	CORT--NUFIP2	chr1:10450322--chr17:29267530	chr17:29267530--chr1:10450322	CORT--NUFIP2	5	cov5_pass5
chr8:11852610	chr10:43609255	CTSB--ZNF485	chr8:11852610--chr10:43609255	chr10:43609255--chr8:11852610	CTSB--ZNF485	5	cov5_pass5
chr16:84590105	chr16:30713208	COTL1--SRCAP	chr16:84590105--chr16:30713208	chr16:30713208--chr16:84590105	COTL1--SRCAP	5	cov5_pass5
chr17:14069648	chr15:45168133	COX10--SHF	chr17:14069648--chr15:45168133	chr15:45168133--chr17:14069648	COX10--SHF	5	cov5_pass5
chrX:77899593	chr3:114147557	COX7B--DRD3	chrX:77899593--chr3:114147557	chr3:114147557--chrX:77899593	COX7B--DRD3	5	cov5_pass5
chr11:63974794	chr15:88476989	COX8A--MRPS11	chr11:63974794--chr15:88476989	chr11:63974794--chr15:88476989	COX8A--MRPS11	5	cov5_pass5
chr11:63974794	chr19:45766111	COX8A--SIX5	chr11:63974794--chr19:45766111	chr11:63974794--chr19:45766111	COX8A--SIX5	5	cov5_pass5
chr7:130273177	chrY:20759868	CPA2--RPS4Y2	chr7:130273177--chrY:20759868	chr7:130273177--chrY:20759868	CPA2--RPS4Y2	5	cov5_pass5
chr8:67509517	chr19:8499780	CPA6--PRAM1	chr8:67509517--chr19:8499780	chr19:8499780--chr8:67509517	CPA6--PRAM1	5	cov5_pass5
chr2:227144516	chr9:34339024	COL4A4--NUDT2	chr2:227144516--chr9:34339024	chr2:227144516--chr9:34339024	COL4A4--NUDT2	5	cov5_pass5
chr21:45505278	chr11:102797162	COL18A1--MMP1	chr21:45505278--chr11:102797162	chr11:102797162--chr21:45505278	COL18A1--MMP1	5	cov5_pass5
chr6:116125339	chr17:9727954	COL10A1--USP43	chr6:116125339--chr17:9727954	chr17:9727954--chr6:116125339	COL10A1--USP43	5	cov5_pass5
chr1:230690153	chr9:75134346	COG2--OSTF1	chr1:230690153--chr9:75134346	chr1:230690153--chr9:75134346	COG2--OSTF1	5	cov5_pass5
chr5:157791703	chrX:48700091	CLINT1--SUV39H1	chr5:157791703--chrX:48700091	chr5:157791703--chrX:48700091	CLINT1--SUV39H1	5	cov5_pass5
chr14:95215641	chr1:37538012	CLMN--SNIP1	chr14:95215641--chr1:37538012	chr14:95215641--chr1:37538012	CLMN--SNIP1	5	cov5_pass5
chr19:6362542	chr6:150216824	CLPP--PPP1R14C	chr19:6362542--chr6:150216824	chr19:6362542--chr6:150216824	CLPP--PPP1R14C	5	cov5_pass5
chr8:27610475	chr1:207611677	CLU--CR1	chr8:27610475--chr1:207611677	chr1:207611677--chr8:27610475	CLU--CR1	5	cov5_pass5
chrX:155063966	chr10:12112900	CMC4--DHTKD1	chrX:155063966--chr10:12112900	chr10:12112900--chrX:155063966	CMC4--DHTKD1	5	cov5_pass5
