sample	FusionName	Hg38_LeftBreakpoint	Hg38_RightBreakpoint	num_reads
rep1_cov50_pass10_sample1	LIPN--NEK8	chr10:88761513	chr17:28733983	50
rep1_cov50_pass10_sample1	ASB14--CEP57	chr3:57291912	chr11:95818827	50
rep1_cov50_pass10_sample4	CFB--FKTN	chr6:31951473	chr9:105574945	50
rep1_cov50_pass10_sample4	DECR2--SLC28A3	chr16:405024	chr9:84280882	49
rep1_cov50_pass10_sample2	EIF2S3L--PAK1IP1	chr12:10507210	chr6:10704507	50
rep1_cov50_pass10_sample5	ANKRD2--CDC34	chr10:97577901	chr19:538678	49
rep1_cov50_pass10_sample4	C10orf90--STIM1	chr10:126429787	chr11:4059281	50
rep1_cov50_pass10_sample3	LONRF2--KLK4	chr2:100286914	chr19:50907086	50
rep1_cov50_pass10_sample3	CASP3--SMAP2	chr4:184632268	chr1:40408653	50
rep1_cov50_pass10_sample4	ETV2--NUTF2	chr19:35644347	chr16:67870800	50
rep1_cov50_pass10_sample4	DDTL--COQ5	chr22:23967022	chr12:120522363	50
rep1_cov50_pass10_sample2	GABRA3--GPM6A	chrX:152255778	chr4:175673836	50
rep1_cov50_pass10_sample2	WIPF2--ZFYVE9	chr17:40273999	chr1:52303821	50
rep1_cov50_pass10_sample1	YTHDF3--KLHL33	chr8:63187745	chr14:20429401	50
rep1_cov50_pass10_sample2	SESN2--VAMP8	chr1:28272466	chr2:85579009	50
rep1_cov50_pass10_sample3	FPGT--NDUFS5	chr1:74198426	chr1:39034392	48
rep1_cov50_pass10_sample5	GAS2L3--C3orf33	chr12:100600550	chr3:155763918	50
rep1_cov50_pass10_sample5	DSC1--ZNF334	chr18:31154774	chr20:46504306	50
rep1_cov50_pass10_sample5	DNAH10OS--CTCF	chr12:123934065	chr16:67636690	50
rep1_cov50_pass10_sample5	PCDH8--BTD	chr13:52845806	chr3:15635424	50
rep1_cov50_pass10_sample4	VDAC1--OOSP1	chr5:133991002	chr11:59945169	50
rep1_cov50_pass10_sample2	GAPVD1--MTUS2	chr9:125330218	chr13:29487900	50
rep1_cov50_pass10_sample3	AC016885.1--FLG2	chr8:93229917	chr1:152357647	50
rep1_cov50_pass10_sample2	TMOD2--TJP3	chr15:51806521	chr19:3750138	50
rep1_cov50_pass10_sample4	CASP9--GRIN2D	chr1:15493892	chr19:48421785	50
rep1_cov50_pass10_sample4	CKS2--PTGFR	chr9:89311351	chr1:78536406	50
rep1_cov50_pass10_sample1	GNG11--GPR85	chr7:93922233	chr7:113084891	50
rep1_cov50_pass10_sample5	EDF1--GGCT	chr9:136863820	chr7:30500681	48
rep1_cov50_pass10_sample2	NDUFS4--AC011530.4	chr5:53560760	chr19:45784715	47
rep1_cov50_pass10_sample3	TUBB1--CAMKK2	chr20:59022953	chr12:121240542	50
rep1_cov50_pass10_sample2	LATS2--FPR2	chr13:20991272	chr19:51768645	50
rep1_cov50_pass10_sample5	XRCC1--MORC2	chr19:43553609	chr22:30926871	49
rep1_cov50_pass10_sample2	ELOVL7--AKAP8L	chr5:60787334	chr19:15403715	50
rep1_cov50_pass10_sample3	BNIP1--TNFSF18	chr5:173146958	chr1:173043969	50
rep1_cov50_pass10_sample3	ENTPD6--VGF	chr20:25213406	chr7:101164863	50
rep1_cov50_pass10_sample4	PRDM6--TMEM108	chr5:123099961	chr3:133229266	50
rep1_cov50_pass10_sample5	AIPL1--FSCN2	chr17:6435009	chr17:81535052	50
rep1_cov50_pass10_sample5	SIGLEC8--TTC40	chr19:51457461	chr10:132832802	50
rep1_cov50_pass10_sample1	SH3RF3--HOXB3	chr2:109398943	chr17:48552360	50
rep1_cov50_pass10_sample5	C11orf53--SP8	chr11:111284377	chr7:20785795	50
rep1_cov50_pass10_sample5	GSPT1--SPANXA2	chr16:11885181	chrX:141590487	50
rep1_cov50_pass10_sample4	SCYL3--ODF3L1	chr1:169859041	chr15:75726058	50
rep1_cov50_pass10_sample1	SLC6A9--DLST	chr1:44001390	chr14:74893348	50
rep1_cov50_pass10_sample1	NTNG1--KIAA1143	chr1:107324922	chr3:44754368	50
rep1_cov50_pass10_sample1	TCFL5--AMY1A	chr20:62861024	chr1:103656285	50
rep1_cov50_pass10_sample2	LLGL2--GPR113	chr17:75543501	chr2:26317562	47
rep1_cov50_pass10_sample4	SGOL1--PGRMC2	chr3:20171043	chr4:128271413	50
rep1_cov50_pass10_sample2	HUNK--KIR3DL2	chr21:31924760	chr19:54865805	50
rep1_cov50_pass10_sample4	CSF3--ENKUR	chr17:40015845	chr10:24995869	50
rep1_cov50_pass10_sample2	SLC3A2--DNAJB12	chr11:62888218	chr10:72336696	50
rep1_cov50_pass10_sample3	GIT1--SOCS1	chr17:29576078	chr16:11255528	50
rep1_cov50_pass10_sample3	GOT2--CLNK	chr16:58716014	chr4:10508036	50
rep1_cov50_pass10_sample3	SEC16A--TAF10	chr9:136447227	chr11:6611303	50
rep1_cov50_pass10_sample3	DEFB107B--SCAP	chr8:7496003	chr3:47435137	50
rep1_cov50_pass10_sample1	SOHLH1--TIMM10B	chr9:135699403	chr11:6481757	50
rep1_cov50_pass10_sample3	AL356356.1--KAT8	chr1:150550276	chr16:31130017	50
rep1_cov50_pass10_sample4	FGF7--C3orf20	chr15:49424583	chr3:14761473	50
rep1_cov50_pass10_sample2	DHPS--RAB1B	chr19:12681033	chr11:66272157	49
rep1_cov50_pass10_sample5	SMARCD1--IRAK1BP1	chr12:50085546	chr6:78897829	50
rep1_cov50_pass10_sample1	ZFP92--PBX3	chrX:153420332	chr9:125960684	50
rep1_cov50_pass10_sample3	INTS6--FGF9	chr13:51430294	chr13:21701190	50
rep1_cov50_pass10_sample4	URGCP--PRMT3	chr7:43881907	chr11:20461980	50
rep1_cov50_pass10_sample3	TMED4--MED12L	chr7:44581723	chr3:151127825	50
rep1_cov50_pass10_sample2	MT1M--HDGF	chr16:56633405	chr1:156745146	50
rep1_cov50_pass10_sample5	RTP1--LAMC3	chr3:187197787	chr9:131085524	50
rep1_cov50_pass10_sample2	GPC4--JPH2	chrX:133414806	chr20:44114876	49
rep1_cov50_pass10_sample4	CCDC109B--SLC6A14	chr4:109648649	chrX:116446741	50
rep1_cov50_pass10_sample5	QKI--UNC5A	chr6:163563719	chr5:176869614	50
rep1_cov50_pass10_sample1	EFCAB9--HAMP	chr5:172200742	chr19:35284789	49
rep1_cov50_pass10_sample5	SKAP1--SLC38A4	chr17:48189423	chr12:46780030	50
rep1_cov50_pass10_sample4	SUPT3H--PLEKHB1	chr6:45365201	chr11:73649012	47
rep1_cov50_pass10_sample3	PRPF40A--FIG4	chr2:152717356	chr6:109715078	50
rep1_cov50_pass10_sample5	LIN28A--C4orf51	chr1:26428587	chr4:145726911	50
rep1_cov50_pass10_sample4	IRG1--BBOX1	chr13:76952650	chr11:27115452	50
rep1_cov50_pass10_sample5	LTBP2--GOT1	chr14:74555503	chr10:99403874	50
rep1_cov50_pass10_sample5	TMEM107--PTPRB	chr17:8176200	chr12:70576645	50
rep1_cov50_pass10_sample3	SC5D--TIMP3	chr11:121303585	chr22:32857249	50
rep1_cov50_pass10_sample4	KCNJ8--TMX2	chr12:21773243	chr11:57737608	50
rep1_cov50_pass10_sample2	NICN1--TBC1D3B	chr3:49425883	chr17:36174816	50
rep1_cov50_pass10_sample3	NEK2--ASB15	chr1:211671202	chr7:123614501	50
rep1_cov50_pass10_sample4	HOXB8--UBBP4	chr17:48614281	chr17:22204087	50
rep1_cov50_pass10_sample1	TIMP4--VIPR1	chr3:12156820	chr3:42534975	50
rep1_cov50_pass10_sample4	GPLD1--STAU2	chr6:24445726	chr8:73595297	50
rep1_cov50_pass10_sample3	TM4SF19--LSMEM1	chr3:196327390	chr7:112484812	50
rep1_cov50_pass10_sample2	MIEF2--ULK3	chr17:18263248	chr15:74841505	50
rep1_cov50_pass10_sample3	IFIT3--ALPL	chr10:89328078	chr1:21563110	50
rep1_cov50_pass10_sample1	TRAV27--STRA13	chr14:22148137	chr17:82019909	50
rep1_cov50_pass10_sample5	RPUSD2--BAIAP3	chr15:40569943	chr16:1344969	50
rep1_cov50_pass10_sample1	ADAMTS12--NOXA1	chr5:33641810	chr9:137433750	49
rep1_cov50_pass10_sample2	RAF1--NRIP2	chr3:12599691	chr12:2834841	50
rep1_cov50_pass10_sample5	TMEM239--SLC38A8	chr20:2815444	chr16:84033469	50
rep1_cov50_pass10_sample3	CAP1--IQCB1	chr1:40064370	chr3:121790215	50
rep1_cov50_pass10_sample1	CEP57L1--ROGDI	chr6:109159102	chr16:4799781	50
rep1_cov50_pass10_sample4	PDZK1IP1--COX7B	chr1:47185002	chrX:77905184	50
rep1_cov50_pass10_sample3	KRT75--POMC	chr12:52426817	chr2:25161752	50
rep1_cov50_pass10_sample5	MGST2--JSRP1	chr4:139666077	chr19:2254301	50
rep1_cov50_pass10_sample4	PCSK5--FOXP4	chr9:76239165	chr6:41584769	50
rep1_cov50_pass10_sample5	LYG1--GUCY1B3	chr2:99292536	chr4:155796377	50
rep1_cov50_pass10_sample5	ETV4--SULT2A1	chr17:43530107	chr19:47882210	50
rep1_cov50_pass10_sample1	FITM2--NANOS3	chr20:44310976	chr19:13880442	47
rep1_cov50_pass10_sample2	UBASH3A--ZFP14	chr21:42418609	chr19:36367971	50
rep1_cov50_pass10_sample3	HIPK2--DAND5	chr7:139620401	chr19:12973389	50
rep1_cov50_pass10_sample2	ZC3HC1--FIGF	chr7:130051221	chrX:15353168	50
rep1_cov50_pass10_sample5	DHX30--ENPP4	chr3:47847001	chr6:46139551	50
rep1_cov50_pass10_sample4	PCDH7--ZNF438	chr4:30724596	chr10:30845573	50
rep1_cov50_pass10_sample1	USP48--APRT	chr1:21706744	chr16:88810148	50
rep1_cov50_pass10_sample3	BMP6--BTNL8	chr6:7861599	chr5:180949904	50
rep1_cov50_pass10_sample5	TMEM40--LDLRAD2	chr3:12735555	chr1:21821450	50
rep1_cov50_pass10_sample4	SERPINB3--FLNC	chr18:63658513	chr7:128856518	50
rep1_cov50_pass10_sample3	TCEB2--ZNF559	chr16:2776993	chr19:9338494	49
rep1_cov50_pass10_sample1	MUC5B--C12orf40	chr11:1260728	chr12:39646329	50
rep1_cov50_pass10_sample2	OLFML2B--NMRK1	chr1:161997825	chr9:75070042	50
rep1_cov50_pass10_sample5	NXPH3--TSPAN12	chr17:49576273	chr7:120856833	50
rep1_cov50_pass10_sample2	MORF4L1--EDNRB	chr15:78892313	chr13:77901207	50
rep1_cov50_pass10_sample5	ASB10--TGIF2	chr7:151186815	chr20:36590910	50
rep1_cov50_pass10_sample2	PID1--DAP	chr2:229155818	chr5:10681169	50
rep1_cov50_pass10_sample4	TM4SF2--UGT3A2	chrX:37426000	chr5:36038016	50
rep1_cov50_pass10_sample1	CLMN--SNIP1	chr14:95215641	chr1:37538012	50
rep1_cov50_pass10_sample4	UBXN7--PWWP2B	chr3:196361844	chr10:132404626	50
rep1_cov50_pass10_sample2	ASUN--PCYT2	chr12:26917352	chr17:81905735	50
rep1_cov50_pass10_sample1	CSMD1--EIF2S2	chr8:3613276	chr20:34089905	50
rep1_cov50_pass10_sample3	RGS21--CD1D	chr1:192347389	chr1:158182032	50
rep1_cov50_pass10_sample5	ALPP--SGCG	chr2:232380320	chr13:23234611	50
rep1_cov50_pass10_sample5	COX10--SHF	chr17:14069648	chr15:45168133	50
rep1_cov50_pass10_sample3	CYB5B--SLC27A5	chr16:69424857	chr19:58498915	49
rep1_cov50_pass10_sample2	MEI1--VTA1	chr22:41795542	chr6:142189426	50
rep1_cov50_pass10_sample3	TERF2--CST9	chr16:69368376	chr20:23603734	50
rep1_cov50_pass10_sample4	SPATA19--KCNC3	chr11:133845134	chr19:50320784	50
rep1_cov50_pass10_sample2	MSRA--CYP11B1	chr8:10245223	chr8:142875154	50
rep1_cov50_pass10_sample3	IRF2BP2--GSTZ1	chr1:234608495	chr14:77331069	50
rep1_cov50_pass10_sample1	MED14--BRSK1	chrX:40713778	chr19:55287214	50
rep1_cov50_pass10_sample1	ABCG1--GPSM3	chr21:42273435	chr6:32191908	49
rep1_cov50_pass10_sample1	APC2--ZNF626	chr19:1453142	chr19:20646405	50
rep1_cov50_pass10_sample3	ZNF816--KDM4D	chr19:52956027	chr11:94997024	50
rep1_cov50_pass10_sample5	DLK1--C20orf196	chr14:100729066	chr20:5772862	50
rep1_cov50_pass10_sample5	GINS2--RBP1	chr16:85681582	chr3:139527342	50
rep1_cov50_pass10_sample1	HSD11B1L--POLR1A	chr19:5686991	chr2:86047263	50
rep1_cov50_pass10_sample1	FAM21B--FHL5	chr10:50084165	chr6:96610572	50
rep1_cov50_pass10_sample4	SLC35A2--KRT24	chrX:48911859	chr17:40700383	50
rep1_cov50_pass10_sample5	MAOA--CDC6	chrX:43728314	chr17:40291058	50
rep1_cov50_pass10_sample2	UPK1B--CLCA1	chr3:119190319	chr1:86488996	50
rep1_cov50_pass10_sample4	C20orf141--PHLDB2	chr20:2815444	chr3:111884064	50
rep1_cov50_pass10_sample2	XAGE1A--RBBP8	chrX:52514778	chr18:23016828	50
rep1_cov50_pass10_sample4	ZNF550--FLNC	chr19:57552627	chr7:128841454	50
rep1_cov50_pass10_sample1	DHX33--ZNF410	chr17:5455997	chr14:73898071	50
rep1_cov50_pass10_sample4	PDCD6--C1orf54	chr5:271821	chr1:150274087	50
rep1_cov50_pass10_sample3	RPL36A--GJB3	chrX:101391822	chr1:34784738	50
rep1_cov50_pass10_sample3	UTS2B--STX5	chr3:191278072	chr11:62827398	50
rep1_cov50_pass10_sample5	ZBTB49--NGFR	chr4:4303091	chr17:49506299	50
rep1_cov50_pass10_sample4	AVPR1A--ERMN	chr12:63147421	chr2:157324762	50
rep1_cov50_pass10_sample1	AMY1C--APOA5	chr1:103756913	chr11:116791892	50
rep1_cov50_pass10_sample2	TATDN2--NMNAT2	chr3:10276488	chr1:183293793	50
rep1_cov50_pass10_sample3	TNFSF14--H3F3A	chr19:6667113	chr1:226071351	50
rep1_cov50_pass10_sample5	FMNL1--USF2	chr17:45244025	chr19:35270447	50
rep1_cov50_pass10_sample3	CCDC27--CHST11	chr1:3755567	chr12:104756949	50
rep1_cov50_pass10_sample4	ATP13A4--CAMLG	chr3:193448206	chr5:134750759	50
rep1_cov50_pass10_sample2	KAT6B--MORN4	chr10:75025249	chr10:97616787	50
rep1_cov50_pass10_sample5	PSMD9--RPL28	chr12:121915944	chr19:55386350	50
rep1_cov50_pass10_sample2	TBX10--MRPL12	chr11:67634816	chr17:81706906	50
rep1_cov50_pass10_sample1	DUOXA2--ZBTB1	chr15:45114752	chr14:64521487	50
rep1_cov50_pass10_sample3	PDGFD--MZF1	chr11:103996065	chr19:58569397	50
rep1_cov50_pass10_sample3	RAB34--SPHK1	chr17:28715032	chr17:76386221	50
rep1_cov50_pass10_sample5	RABL2A--UPF1	chr2:113634232	chr19:18857320	50
rep1_cov50_pass10_sample2	CPLX4--PGAP1	chr18:59312685	chr2:196913053	50
rep1_cov50_pass10_sample4	CCDC169--PSMG3	chr13:36254045	chr7:1567850	50
rep1_cov50_pass10_sample1	CFL2--NDUFAF7	chr14:34713060	chr2:37248258	50
rep1_cov50_pass10_sample4	TNF--SLC22A16	chr6:31576579	chr6:110438847	50
rep1_cov50_pass10_sample1	MBL2--SPATA2L	chr10:52770670	chr16:89701233	50
rep1_cov50_pass10_sample2	FAM71E1--PATL1	chr19:50467556	chr11:59656600	50
rep1_cov50_pass10_sample4	C1orf227--FAM19A5	chr1:212835873	chr22:48749839	50
rep1_cov50_pass10_sample1	ATP6V0E2--PAM	chr7:149875645	chr5:103028887	50
rep1_cov50_pass10_sample3	RHOC--NOL4	chr1:112703644	chr18:33958418	49
rep1_cov50_pass10_sample1	NBPF6--ABHD17C	chr1:108452289	chr15:80749513	50
rep1_cov50_pass10_sample1	MRPL19--CTNNAL1	chr2:75654917	chr9:108948234	50
rep1_cov50_pass10_sample5	GREB1L--LYPD5	chr18:21439637	chr19:43798988	50
rep1_cov50_pass10_sample1	BAAT--RAET1G	chr9:101368120	chr6:149919324	50
rep1_cov50_pass10_sample5	C7orf72--IGSF1	chr7:50104411	chrX:131274206	50
rep1_cov50_pass10_sample4	RAVER2--PPP1R1A	chr1:64812849	chr12:54582795	50
rep1_cov50_pass10_sample5	C20orf166--STAT4	chr20:62553665	chr2:191146757	50
rep1_cov50_pass10_sample4	GPR157--MTMR8	chr1:9128645	chrX:64359527	50
rep1_cov50_pass10_sample5	PSMB10--UBE3C	chr16:67934797	chr7:157163810	50
rep1_cov50_pass10_sample2	DCN--NOXRED1	chr12:91146062	chr14:77407645	49
rep1_cov50_pass10_sample5	FAM25G--AGAP6	chr10:47489586	chr10:50004685	50
rep1_cov50_pass10_sample1	ZNF746--AL049747.1	chr7:149476922	chr22:35627659	50
rep1_cov50_pass10_sample2	PRSS50--ADAM21	chr3:46717437	chr14:70457349	50
rep1_cov50_pass10_sample2	TERF1--CYP2R1	chr8:73032133	chr11:14878297	50
rep1_cov50_pass10_sample2	CCNO--AL162431.1	chr5:55232767	chr1:180980576	50
rep1_cov50_pass10_sample5	NUDT21--SNTB1	chr16:56447789	chr8:120538969	49
rep1_cov50_pass10_sample1	NAIF1--TADA2A	chr9:128066591	chr17:37437738	50
rep1_cov50_pass10_sample3	PRED60--TSPO2	chr21:45768020	chr6:41043557	50
rep1_cov50_pass10_sample3	DHRSX--CYP1A2	chrX:2266740	chr15:74751765	50
rep1_cov50_pass10_sample4	ACE2--PPP2R3A	chrX:15572201	chr3:136106216	50
rep1_cov50_pass10_sample4	ERRFI1--CELF1	chr1:8015308	chr11:47489024	50
rep1_cov50_pass10_sample3	LAMTOR2--SETDB1	chr1:156054957	chr1:150962130	50
rep1_cov50_pass10_sample4	DLG4--B3GALTL	chr17:7203424	chr13:31323751	50
rep1_cov50_pass10_sample5	TSNARE1--CHD4	chr8:142300486	chr12:6573269	50
rep1_cov50_pass10_sample2	RB1--CCNK	chr13:48377034	chr14:99493514	50
rep1_cov50_pass10_sample4	GALR1--SYNCRIP	chr18:77256223	chr6:85619417	50
rep1_cov50_pass10_sample4	DCTN6--RAB19	chr8:30179455	chr7:140411874	49
rep1_cov50_pass10_sample3	FCGRT--KLF1	chr19:49521201	chr19:12885060	50
rep1_cov50_pass10_sample3	RNF121--PDPN	chr11:71990717	chr1:13610387	50
rep1_cov50_pass10_sample5	CST11--DCAF4	chr20:23451816	chr14:72956386	50
rep1_cov50_pass10_sample5	KPNA7--DCAF5	chr7:99193019	chr14:69118275	50
rep1_cov50_pass10_sample4	C17orf98--MCM10	chr17:38841183	chr10:13170922	50
rep1_cov50_pass10_sample4	MBOAT7--LACTBL1	chr19:54183521	chr1:22960099	50
rep1_cov50_pass10_sample2	ERO1LB--LRAT	chr1:236249885	chr4:154748984	50
rep1_cov50_pass10_sample1	CTF1--MUC16	chr16:30899533	chr19:8889538	50
rep1_cov50_pass10_sample3	SEC24B--SERPINB2	chr4:109434002	chr18:63901740	50
rep1_cov50_pass10_sample4	NBPF14--METTL20	chr1:120832160	chr12:31666087	50
rep1_cov50_pass10_sample3	GARNL3--DUT	chr9:127291242	chr15:48341289	50
rep1_cov50_pass10_sample5	AC022431.2--DPEP1	chr5:56533082	chr16:89637468	50
rep1_cov50_pass10_sample2	GOPC--TDRD1	chr6:117602004	chr10:114227910	50
rep1_cov50_pass10_sample2	GPR83--COMMD2	chr11:94400861	chr3:149750851	50
rep1_cov50_pass10_sample3	SPOPL--CTRB2	chr2:138550294	chr16:75204322	50
rep1_cov50_pass10_sample4	FBXO33--SPG20OS	chr14:39401176	chr13:36365500	50
rep1_cov50_pass10_sample5	EMC4--ASAH2C	chr15:34225650	chr10:50203679	50
rep1_cov50_pass10_sample4	CABIN1--HUWE1	chr22:24049220	chrX:53581026	50
rep1_cov50_pass10_sample4	SPRR3--ERCC6L2	chr1:153003296	chr9:95928719	50
rep1_cov50_pass10_sample1	C4orf21--LILRB4	chr4:112623817	chr19:54666240	50
rep1_cov50_pass10_sample3	LRRC4B--CFC1B	chr19:50548542	chr2:130523169	50
rep1_cov50_pass10_sample5	YRDC--KCNH7	chr1:37807101	chr2:162435597	50
rep1_cov50_pass10_sample2	CDKN1A--ESRRA	chr6:36684546	chr11:64314744	50
rep1_cov50_pass10_sample3	CTCFL--NFATC2IP	chr20:57523068	chr16:28958717	50
rep1_cov50_pass10_sample5	PABPC1L--NDUFB3	chr20:44924256	chr2:201085459	50
rep1_cov50_pass10_sample4	CD5--HIATL2	chr11:61125841	chr9:96972948	50
rep1_cov50_pass10_sample4	NUDT15--DEFB108B	chr13:48037904	chr11:71837399	47
rep1_cov50_pass10_sample2	RASL10A--SEC24B	chr22:29313863	chr4:109539561	50
rep1_cov50_pass10_sample4	ZSCAN5C--POTEF	chr19:56208184	chr2:130110680	50
rep1_cov50_pass10_sample2	GRIN2C--GGTLC3	chr17:74849780	chr22:18517259	50
rep1_cov50_pass10_sample1	MEF2BNB--MYH13	chr19:19186034	chr17:10312757	50
rep1_cov50_pass10_sample3	VGLL1--RESP18	chrX:136548867	chr2:219329764	50
rep1_cov50_pass10_sample2	HESX1--C3orf18	chr3:57198391	chr3:50559737	50
rep1_cov50_pass10_sample5	FREM3--CHRNA1	chr4:143627614	chr2:174759633	49
rep1_cov50_pass10_sample5	GALT--GAGE12H	chr9:34648456	chrX:49581653	50
rep1_cov50_pass10_sample1	MRPS21--SOS2	chr1:150294449	chr14:50201084	50
rep1_cov50_pass10_sample5	IRGQ--ZNF326	chr19:43594809	chr1:89998110	50
rep1_cov50_pass10_sample1	KRT6C--SPAG1	chr12:52471421	chr8:100225173	50
rep1_cov50_pass10_sample3	KCNB1--VPS18	chr20:49481914	chr15:40902616	50
rep1_cov50_pass10_sample1	SGCZ--NR1I3	chr8:14164580	chr1:161230918	50
rep1_cov50_pass10_sample3	TRAC--UBALD2	chr14:22550664	chr17:76265907	50
rep1_cov50_pass10_sample5	SNX21--DUT	chr20:45840458	chr15:48342022	50
rep1_cov50_pass10_sample1	PTPRZ1--TACR2	chr7:122039588	chr10:69409075	50
rep1_cov50_pass10_sample2	PPP3CA--C9orf47	chr4:101171084	chr9:88991470	50
rep1_cov50_pass10_sample3	TMEM212--PCK2	chr3:171853850	chr14:24102753	50
rep1_cov50_pass10_sample4	SEMA6D--TRIM29	chr15:47761431	chr11:120138145	50
rep1_cov50_pass10_sample5	GP2--TUBD1	chr16:20322869	chr17:59866749	50
rep1_cov50_pass10_sample5	PCED1A--FKBP8	chr20:2839789	chr19:18538436	50
rep1_cov50_pass10_sample5	CNN1--TRIML2	chr19:11547907	chr4:188091941	50
rep1_cov50_pass10_sample2	HNF1A--SLCO1B3	chr12:120979094	chr12:21067319	50
rep1_cov50_pass10_sample2	CDH20--PIK3R2	chr18:61539145	chr19:18168475	50
rep1_cov50_pass10_sample4	GTF3C3--PACSIN2	chr2:196789879	chr22:42858522	50
rep1_cov50_pass10_sample3	BIRC2--PKP1	chr11:102362974	chr1:201313166	50
rep1_cov50_pass10_sample2	UMOD--VAX2	chr16:20337291	chr2:70921098	50
rep1_cov50_pass10_sample1	BCL11B--BCKDK	chr14:99271161	chr16:31111300	49
rep1_cov50_pass10_sample3	S100A7L2--ARFIP1	chr1:153438189	chr4:152910064	50
rep1_cov50_pass10_sample4	IQCC--SUZ12	chr1:32206761	chr17:31998658	50
rep1_cov50_pass10_sample3	ACOT4--VWC2	chr14:73593904	chr7:49802711	50
rep1_cov50_pass10_sample2	MAP7D3--LBR	chrX:136244632	chr1:225424089	50
rep1_cov50_pass10_sample1	LRIG2--TRPM3	chr1:113114876	chr9:70621273	50
rep1_cov50_pass10_sample4	THUMPD3--CDRT1	chr3:9377888	chr17:15589227	50
rep1_cov50_pass10_sample4	ZNF487--FOLR4	chr10:43476202	chr11:94306513	50
rep1_cov50_pass10_sample4	KLRD1--CXorf30	chr12:10311615	chrX:36310833	50
rep1_cov50_pass10_sample2	DNAJB14--SS18L2	chr4:99903726	chr3:42590809	50
rep1_cov50_pass10_sample1	ACSL1--CAMSAP2	chr4:184760357	chr1:200857306	50
rep1_cov50_pass10_sample2	RIN1--FKTN	chr11:66335978	chr9:105604215	50
rep1_cov50_pass10_sample5	MS4A5--DEFB136	chr11:60430924	chr8:11974118	48
rep1_cov50_pass10_sample1	PANX2--ATP6C	chr22:50179135	chr16:2520984	50
rep1_cov50_pass10_sample2	AKR1CL1--SLC25A48	chr10:5185012	chr5:135852563	50
rep1_cov50_pass10_sample1	DLX4--NHP2	chr17:49973269	chr5:178150993	49
rep1_cov50_pass10_sample4	ZNF688--CHID1	chr16:30571434	chr11:870499	48
rep1_cov50_pass10_sample4	FRAS1--PRAM1	chr4:78438718	chr19:8499780	50
rep1_cov50_pass10_sample1	PGPEP1L--FAM136A	chr15:98969425	chr2:70300980	50
rep1_cov50_pass10_sample4	S1PR5--SFRP2	chr19:10517041	chr4:153781755	50
rep1_cov50_pass10_sample2	C11orf86--TAF11	chr11:66975638	chr6:34878720	48
rep1_cov50_pass10_sample5	SPAG8--ZNF300	chr9:35812104	chr5:150898554	50
rep1_cov50_pass10_sample3	AGFG1--AGMO	chr2:227533758	chr7:15390905	50
rep1_cov50_pass10_sample5	CADM3--SAP18	chr1:159196454	chr13:21147186	50
rep1_cov50_pass10_sample3	SPATA19--ARHGEF18	chr11:133844246	chr19:7462152	50
rep1_cov50_pass10_sample3	CHAD--UBE2V2	chr17:50465294	chr8:48060682	50
rep1_cov50_pass10_sample2	RCAN2--VAT1	chr6:46456752	chr17:43016144	50
rep1_cov50_pass10_sample4	SART3--NLRP3	chr12:108547887	chr1:247423847	50
rep1_cov50_pass10_sample4	ERCC8--KATNAL2	chr5:60922054	chr18:47062972	46
rep1_cov50_pass10_sample1	SENP5--FMO5	chr3:196927879	chr1:147215942	50
rep1_cov50_pass10_sample4	HNRNPDL--YTHDF1	chr4:82428278	chr20:63213943	50
rep1_cov50_pass10_sample4	MARCH10--INO80C	chr17:62759835	chr18:35479411	50
rep1_cov50_pass10_sample3	TPO--TTC1	chr2:1436384	chr5:160010500	50
rep1_cov50_pass10_sample1	RPL34--CA2	chr4:108622618	chr8:85477120	50
rep1_cov50_pass10_sample3	C17orf72--LHX9	chr17:64001537	chr1:197921304	50
rep1_cov50_pass10_sample1	ARHGDIG--SLC5A8	chr16:281925	chr12:101204565	50
rep1_cov50_pass10_sample1	OCM--C22orf43	chr7:5880950	chr22:23620615	50
rep1_cov50_pass10_sample2	DOK6--SLC7A13	chr18:69599498	chr8:86223103	50
rep1_cov50_pass10_sample2	FANCM--MAT2B	chr14:45198935	chr5:163512002	50
rep1_cov50_pass10_sample4	ALDH9A1--NANOGNB	chr1:165682107	chr12:7773800	49
rep1_cov50_pass10_sample4	SPAG11A--YIF1B	chr8:7848843	chr19:38307521	50
rep1_cov50_pass10_sample5	TUBB4B--CDH1	chr9:137242021	chr16:68815515	50
rep1_cov50_pass10_sample1	NSUN4--NFE2	chr1:46353028	chr12:54293381	50
rep1_cov50_pass10_sample1	LRRTM4--ZNF304	chr2:77522109	chr19:57353725	50
rep1_cov50_pass10_sample3	VCY--PURG	chrY:13986339	chr8:30996697	50
rep1_cov50_pass10_sample4	ZNF823--TCP10L	chr19:11738817	chr21:32582415	49
rep1_cov50_pass10_sample5	PAIP1--SMIM8	chr5:43536819	chr6:87340116	50
rep1_cov50_pass10_sample5	C4A--TMPRSS11E	chr6:31996323	chr4:68468879	50
rep1_cov50_pass10_sample4	ZKSCAN1--ARHGEF2	chr7:100029952	chr1:155965412	49
rep1_cov50_pass10_sample5	HADH--EFCAB9	chr4:108027760	chr5:172200566	50
rep1_cov50_pass10_sample4	KATNA1--PCDH15	chr6:149623103	chr10:54133007	50
